32.442256395,42.9541907152,50.6020009486,51.0985567311
32.2150973924,43.5028734683,50.6020009486,51.0985567311
32.2150973924,42.9541907152,50.6020009486,51.0985567311
32.2150973924,42.9541907152,50.6020009486,51.2079095453
32.442256395,42.9541907152,50.6020009486,51.2079095453
32.2150973924,42.9541907152,50.7426102994,51.0985567311
31.4294845647,44.5484287041,48.0162732831,53.2523473661
31.662280398,44.5484287041,47.7820573019,53.3531864091
31.662280398,44.5484287041,48.1644318974,53.4719552663
31.662280398,44.5484287041,47.7820573019,53.4719552663
31.662280398,44.5484287041,48.1644318974,53.3531864091
31.662280398,44.5484287041,47.7820573019,53.3531864091
31.662280398,44.5484287041,48.0162732831,53.4719552663
31.662280398,44.5484287041,48.1644318974,53.4719552663
34.1540627159,31.8835772773,38.1526539051,41.8240361515
34.1540627159,32.0039060116,38.5073045019,41.7080627697
34.1540627159,31.8835772773,38.3804963491,41.7080627697
33.9162571638,32.0039060116,38.3804963491,41.7080627697
34.1540627159,31.8835772773,38.3804963491,41.7080627697
34.1540627159,31.8835772773,38.3804963491,41.8240361515
34.1540627159,31.8835772773,38.3804963491,41.7080627697
32.0390386872,37.7102439663,36.5932029208,36.7049043045
31.8090002987,37.7102439663,36.5932029208,36.552188717
32.0390386872,37.7102439663,36.5932029208,36.7049043045
32.0390386872,37.7102439663,36.3747852227,36.7049043045
31.8090002987,37.7102439663,36.5932029208,36.7049043045
32.0390386872,37.8318648761,36.5932029208,36.552188717
31.8090002987,37.7102439663,36.3747852227,36.7049043045
32.0390386872,37.7102439663,36.3747852227,36.7049043045
32.0390386872,37.7102439663,36.5932029208,36.7049043045
31.8090002987,37.7102439663,36.5932029208,36.7049043045
32.0390386872,37.7102439663,36.3747852227,36.7049043045
37.0472671057,38.1780368799,31.25,36.1005540124
37.0472671057,38.1780368799,31.25,35.9730802128
37.0472671057,38.1780368799,31.25,35.9730802128
37.0472671057,38.1780368799,31.25,36.1005540124
36.8145691269,38.1780368799,31.25,35.9730802128
28.8584909515,39.3581313073,35.2358127478,35.0294518941
29.094673052,39.3581313073,35.2358127478,35.1318943412
28.8584909515,39.3581313073,35.2358127478,35.0294518941
29.094673052,39.3581313073,35.2358127478,35.1318943412
29.094673052,39.3581313073,35.3597582005,35.0294518941
29.094673052,39.3581313073,35.2358127478,35.0294518941
29.094673052,39.3581313073,35.0089274329,35.1318943412
26.6552058705,38.3609501968,43.921094021,47.3524022622
26.6552058705,38.4480168539,43.6878129459,47.3524022622
26.6552058705,38.3609501968,43.6878129459,47.2605808259
26.6552058705,38.3609501968,43.6878129459,47.3524022622
26.6552058705,38.3609501968,43.6878129459,47.3524022622
26.6552058705,38.3609501968,43.921094021,47.2605808259
26.4256031152,38.3609501968,43.921094021,47.3524022622
26.6552058705,38.3609501968,43.921094021,47.3524022622
26.6552058705,38.3609501968,43.921094021,47.2605808259
26.2773666869,28.4879360432,39.8316770925,51.6551062336
26.0444331864,28.4879360432,39.8316770925,51.6551062336
26.0444331864,28.4879360432,39.8316770925,51.5418519264
26.2773666869,28.4879360432,39.8316770925,51.7693200651
26.2773666869,28.4879360432,39.5995580783,51.6551062336
17.3349358234,25.2004464246,42.398407989,48.4980669718
17.3349358234,25.2004464246,42.398407989,48.4980669718
17.3349358234,25.4017715918,42.6328805032,48.4980669718
17.1263685585,25.2004464246,42.6328805032,48.6235539631
17.3349358234,25.2004464246,42.6328805032,48.4980669718
28.8530760925,31.8835772773,28.1524865687,30.7662558658
28.8530760925,31.8835772773,27.9664978143,30.7662558658
28.8530760925,31.8835772773,28.1524865687,30.9232921921
28.8530760925,32.103348735,27.9664978143,30.7662558658
28.8530760925,31.8835772773,28.1524865687,31.0815459718
29.8077171216,38.1256147491,43.3654528398,41.5519253465
29.8077171216,38.1256147491,43.3654528398,41.304509439
29.5772294172,38.1256147491,43.3654528398,41.427647773
29.8077171216,38.1256147491,43.3654528398,41.427647773
29.5772294172,38.1256147491,43.3654528398,41.304509439
24.7487373415,22.25,49.6745659266,51.3638978272
24.7487373415,22.25,49.6745659266,51.1499022482
24.7487373415,22.25,49.4431491715,51.3638978272
24.7487373415,22.25,49.4431491715,51.3638978272
24.5725965254,22.5,49.6745659266,51.2353637637
29.4363720591,24.25,26.25,32.0556157327
29.4363720591,24.25,26.0504318582,32.2218869714
29.4363720591,24.25,26.0504318582,32.2218869714
29.2029536177,24.25,26.25,32.3892343225
29.4363720591,24.7714553468,26.25,32.0556157327
29.4363720591,24.25,26.25,32.2218869714
29.4363720591,24.25,26.0504318582,32.0556157327
29.2029536177,24.25,26.25,32.0556157327
32.9620994477,37.041362016,34.0009191052,34.2965012793
32.730910467,37.041362016,34.0009191052,34.2965012793
32.9620994477,37.041362016,34.0009191052,34.2965012793
32.9620994477,37.041362016,34.0009191052,34.1183601599
32.730910467,37.041362016,34.0009191052,34.2965012793
32.9620994477,37.2055103446,34.0009191052,34.4755348037
35.5316760089,31.5128941863,31.1939497339,35.5140817142
35.5316760089,31.5128941863,31.1939497339,35.5140817142
35.2889855337,31.5128941863,31.1939497339,35.3703618868
35.2889855337,31.5128941863,31.1939497339,35.5140817142
32.9013677527,32.8871175386,18.4000679347,22.6108381092
32.9013677527,33.0189339622,18.4000679347,22.848687052
32.9013677527,32.8871175386,18.4000679347,22.3732541218
32.9013677527,32.8871175386,18.4000679347,22.3732541218
